location,date,vaccine,total_vaccinations
France,2021-03-05,Pfizer/BioNTech,4777302
France,2021-03-06,Moderna,266789
France,2021-03-06,Oxford/AstraZeneca,718353
France,2021-03-06,Pfizer/BioNTech,4874888
France,2021-03-07,Moderna,269102
France,2021-03-07,Oxford/AstraZeneca,773087
France,2021-03-07,Pfizer/BioNTech,4943324
France,2021-03-08,Moderna,281390
France,2021-03-08,Oxford/AstraZeneca,815335
France,2021-03-08,Pfizer/BioNTech,5044766
France,2021-03-09,Moderna,297092
France,2021-03-09,Oxford/AstraZeneca,893595
France,2021-03-09,Pfizer/BioNTech,5177711
France,2021-03-10,Moderna,313067
France,2021-03-10,Oxford/AstraZeneca,973694
France,2021-03-10,Pfizer/BioNTech,5315016
France,2021-03-11,Moderna,331367
France,2021-03-11,Oxford/AstraZeneca,1101217
France,2021-03-11,Pfizer/BioNTech,5472340
France,2021-03-12,Moderna,347261
France,2021-03-12,Oxford/AstraZeneca,1282919
France,2021-03-12,Pfizer/BioNTech,5619992
France,2021-03-13,Moderna,359645
France,2021-03-13,Oxford/AstraZeneca,1414289
France,2021-03-13,Pfizer/BioNTech,5720633
France,2021-03-14,Moderna,364802
France,2021-03-14,Oxford/AstraZeneca,1428127
France,2021-03-14,Pfizer/BioNTech,5767420
France,2021-03-15,Moderna,378939
France,2021-03-15,Oxford/AstraZeneca,1479758
France,2021-03-15,Pfizer/BioNTech,5890653
France,2021-03-16,Moderna,400020
France,2021-03-16,Oxford/AstraZeneca,1480716
France,2021-03-16,Pfizer/BioNTech,6047720
France,2021-03-17,Moderna,423877
France,2021-03-17,Oxford/AstraZeneca,1481406
France,2021-03-17,Pfizer/BioNTech,6210387
France,2021-03-18,Moderna,451752
France,2021-03-18,Oxford/AstraZeneca,1482645
France,2021-03-18,Pfizer/BioNTech,6391399
France,2021-03-19,Moderna,479181
France,2021-03-19,Oxford/AstraZeneca,1552530
France,2021-03-19,Pfizer/BioNTech,6558868
France,2021-03-20,Moderna,505880
France,2021-03-20,Oxford/AstraZeneca,1617318
France,2021-03-20,Pfizer/BioNTech,6644180
France,2021-03-21,Moderna,523503
France,2021-03-21,Oxford/AstraZeneca,1622862
France,2021-03-21,Pfizer/BioNTech,6672443
France,2021-03-22,Moderna,543990
France,2021-03-22,Oxford/AstraZeneca,1659902
France,2021-03-22,Pfizer/BioNTech,6816774
France,2021-03-23,Moderna,570446
France,2021-03-23,Oxford/AstraZeneca,1743895
France,2021-03-23,Pfizer/BioNTech,6996183
France,2021-03-24,Moderna,598994
France,2021-03-24,Oxford/AstraZeneca,1834292
France,2021-03-24,Pfizer/BioNTech,7175106
France,2021-03-25,Moderna,630302
France,2021-03-25,Oxford/AstraZeneca,1983688
France,2021-03-25,Pfizer/BioNTech,7377817
France,2021-03-26,Moderna,661159
France,2021-03-26,Oxford/AstraZeneca,2148526
France,2021-03-26,Pfizer/BioNTech,7579877
France,2021-03-27,Moderna,678108
France,2021-03-27,Oxford/AstraZeneca,2216544
France,2021-03-27,Pfizer/BioNTech,7705143
France,2021-03-28,Moderna,688599
France,2021-03-28,Oxford/AstraZeneca,2222833
France,2021-03-28,Pfizer/BioNTech,7750515
France,2021-03-29,Moderna,711543
France,2021-03-29,Oxford/AstraZeneca,2276592
France,2021-03-29,Pfizer/BioNTech,7929011
France,2021-03-30,Moderna,741729
France,2021-03-30,Oxford/AstraZeneca,2369287
France,2021-03-30,Pfizer/BioNTech,8158489
France,2021-03-31,Moderna,775826
France,2021-03-31,Oxford/AstraZeneca,2432317
France,2021-03-31,Pfizer/BioNTech,8394554
France,2021-04-01,Moderna,818316
France,2021-04-01,Oxford/AstraZeneca,2517836
France,2021-04-01,Pfizer/BioNTech,8665394
France,2021-04-02,Moderna,855541
France,2021-04-02,Oxford/AstraZeneca,2604333
France,2021-04-02,Pfizer/BioNTech,8912321
France,2021-04-03,Moderna,875857
France,2021-04-03,Oxford/AstraZeneca,2639943
France,2021-04-03,Pfizer/BioNTech,9057744
France,2021-04-04,Moderna,885936
France,2021-04-04,Oxford/AstraZeneca,2643384
France,2021-04-04,Pfizer/BioNTech,9107833
France,2021-04-05,Moderna,898873
France,2021-04-05,Oxford/AstraZeneca,2647691
France,2021-04-05,Pfizer/BioNTech,9160461
France,2021-04-06,Moderna,932579
France,2021-04-06,Oxford/AstraZeneca,2676951
France,2021-04-06,Pfizer/BioNTech,9419293
France,2021-04-07,Moderna,970354
France,2021-04-07,Oxford/AstraZeneca,2708744
France,2021-04-07,Pfizer/BioNTech,9722056
France,2021-04-08,Moderna,1015677
France,2021-04-08,Oxford/AstraZeneca,2786999
France,2021-04-08,Pfizer/BioNTech,10053541
France,2021-04-09,Moderna,1057679
France,2021-04-09,Oxford/AstraZeneca,2948072
France,2021-04-09,Pfizer/BioNTech,10372977
France,2021-04-10,Moderna,1086106
France,2021-04-10,Oxford/AstraZeneca,3023382
France,2021-04-10,Pfizer/BioNTech,10562463
France,2021-04-11,Moderna,1098197
France,2021-04-11,Oxford/AstraZeneca,3030506
France,2021-04-11,Pfizer/BioNTech,10632804
France,2021-04-12,Moderna,1126263
France,2021-04-12,Oxford/AstraZeneca,3081500
France,2021-04-12,Pfizer/BioNTech,10903279
France,2021-04-13,Moderna,1161808
France,2021-04-13,Oxford/AstraZeneca,3167235
France,2021-04-13,Pfizer/BioNTech,11232938
France,2021-04-14,Moderna,1195771
France,2021-04-14,Oxford/AstraZeneca,3234476
France,2021-04-14,Pfizer/BioNTech,11561485
France,2021-04-15,Moderna,1238393
France,2021-04-15,Oxford/AstraZeneca,3326911
France,2021-04-15,Pfizer/BioNTech,11906755
France,2021-04-16,Moderna,1278869
France,2021-04-16,Oxford/AstraZeneca,3438949
France,2021-04-16,Pfizer/BioNTech,12235951
France,2021-04-17,Moderna,1314391
France,2021-04-17,Oxford/AstraZeneca,3491858
France,2021-04-17,Pfizer/BioNTech,12424478
France,2021-04-18,Moderna,1334584
France,2021-04-18,Oxford/AstraZeneca,3501346
France,2021-04-18,Pfizer/BioNTech,12480729
France,2021-04-19,Moderna,1367337
France,2021-04-19,Oxford/AstraZeneca,3526148
France,2021-04-19,Pfizer/BioNTech,12764663
France,2021-04-20,Moderna,1407931
France,2021-04-20,Oxford/AstraZeneca,3571481
France,2021-04-20,Pfizer/BioNTech,13100712
France,2021-04-21,Moderna,1449433
France,2021-04-21,Oxford/AstraZeneca,3610121
France,2021-04-21,Pfizer/BioNTech,13439198
France,2021-04-22,Moderna,1497716
France,2021-04-22,Oxford/AstraZeneca,3664787
France,2021-04-22,Pfizer/BioNTech,13808348
France,2021-04-23,Johnson&Johnson,833
France,2021-04-23,Moderna,1547290
France,2021-04-23,Oxford/AstraZeneca,3735455
France,2021-04-23,Pfizer/BioNTech,14162128
France,2021-04-24,Johnson&Johnson,2385
France,2021-04-24,Moderna,1587510
France,2021-04-24,Oxford/AstraZeneca,3773065
France,2021-04-24,Pfizer/BioNTech,14382705
France,2021-04-25,Johnson&Johnson,2502
France,2021-04-25,Moderna,1605598
France,2021-04-25,Oxford/AstraZeneca,3779146
France,2021-04-25,Pfizer/BioNTech,14465748
France,2021-04-26,Johnson&Johnson,5335
France,2021-04-26,Moderna,1639709
France,2021-04-26,Oxford/AstraZeneca,3798971
France,2021-04-26,Pfizer/BioNTech,14783371
France,2021-04-27,Johnson&Johnson,14728
France,2021-04-27,Moderna,1683041
France,2021-04-27,Oxford/AstraZeneca,3834003
France,2021-04-27,Pfizer/BioNTech,15164555
France,2021-04-28,Johnson&Johnson,24516
France,2021-04-28,Moderna,1731285
France,2021-04-28,Oxford/AstraZeneca,3864250
France,2021-04-28,Pfizer/BioNTech,15555956
France,2021-04-29,Johnson&Johnson,40420
France,2021-04-29,Moderna,1786634
France,2021-04-29,Oxford/AstraZeneca,3914837
France,2021-04-29,Pfizer/BioNTech,15983771
France,2021-04-30,Johnson&Johnson,59515
France,2021-04-30,Moderna,1839761
France,2021-04-30,Oxford/AstraZeneca,3978425
France,2021-04-30,Pfizer/BioNTech,16401387
France,2021-05-01,Johnson&Johnson,61421
France,2021-05-01,Moderna,1864423
France,2021-05-01,Oxford/AstraZeneca,3989581
France,2021-05-01,Pfizer/BioNTech,16580482
France,2021-05-02,Johnson&Johnson,61862
France,2021-05-02,Moderna,1880132
France,2021-05-02,Oxford/AstraZeneca,3992884
France,2021-05-02,Pfizer/BioNTech,16689110
France,2021-05-03,Johnson&Johnson,66791
France,2021-05-03,Moderna,1919122
France,2021-05-03,Oxford/AstraZeneca,4009311
France,2021-05-03,Pfizer/BioNTech,17083074
France,2021-05-04,Johnson&Johnson,75051
France,2021-05-04,Moderna,1966236
France,2021-05-04,Oxford/AstraZeneca,4040255
France,2021-05-04,Pfizer/BioNTech,17532683
France,2021-05-05,Johnson&Johnson,81068
France,2021-05-05,Moderna,2013655
France,2021-05-05,Oxford/AstraZeneca,4068898
France,2021-05-05,Pfizer/BioNTech,17996692
France,2021-05-06,Johnson&Johnson,92339
France,2021-05-06,Moderna,2072187
France,2021-05-06,Oxford/AstraZeneca,4123708
France,2021-05-06,Pfizer/BioNTech,18485592
France,2021-05-07,Johnson&Johnson,111260
France,2021-05-07,Moderna,2130318
France,2021-05-07,Oxford/AstraZeneca,4195541
France,2021-05-07,Pfizer/BioNTech,18962336
France,2021-05-08,Johnson&Johnson,113526
France,2021-05-08,Moderna,2161053
France,2021-05-08,Oxford/AstraZeneca,4210812
France,2021-05-08,Pfizer/BioNTech,19199909
France,2021-05-09,Johnson&Johnson,114158
France,2021-05-09,Moderna,2181981
France,2021-05-09,Oxford/AstraZeneca,4215032
France,2021-05-09,Pfizer/BioNTech,19349294
France,2021-05-10,Johnson&Johnson,121265
France,2021-05-10,Moderna,2236764
France,2021-05-10,Oxford/AstraZeneca,4242045
France,2021-05-10,Pfizer/BioNTech,19797116
France,2021-05-11,Johnson&Johnson,135406
France,2021-05-11,Moderna,2301023
France,2021-05-11,Oxford/AstraZeneca,4294223
France,2021-05-11,Pfizer/BioNTech,20323798
France,2021-05-12,Johnson&Johnson,145390
France,2021-05-12,Moderna,2370316
France,2021-05-12,Oxford/AstraZeneca,4338406
France,2021-05-12,Pfizer/BioNTech,20861548
France,2021-05-13,Johnson&Johnson,146837
France,2021-05-13,Moderna,2426886
France,2021-05-13,Oxford/AstraZeneca,4343895
France,2021-05-13,Pfizer/BioNTech,21188664
France,2021-05-14,Johnson&Johnson,154443
France,2021-05-14,Moderna,2500716
France,2021-05-14,Oxford/AstraZeneca,4383720
France,2021-05-14,Pfizer/BioNTech,21683808
France,2021-05-15,Johnson&Johnson,158047
France,2021-05-15,Moderna,2573351
France,2021-05-15,Oxford/AstraZeneca,4411373
France,2021-05-15,Pfizer/BioNTech,22043794
France,2021-05-16,Johnson&Johnson,158409
France,2021-05-16,Moderna,2619174
France,2021-05-16,Oxford/AstraZeneca,4414868
France,2021-05-16,Pfizer/BioNTech,22215654
France,2021-05-17,Johnson&Johnson,162763
France,2021-05-17,Moderna,2676073
France,2021-05-17,Oxford/AstraZeneca,4442297
France,2021-05-17,Pfizer/BioNTech,22647966
France,2021-05-18,Johnson&Johnson,171370
France,2021-05-18,Moderna,2742036
France,2021-05-18,Oxford/AstraZeneca,4484848
France,2021-05-18,Pfizer/BioNTech,23135791
France,2021-05-19,Johnson&Johnson,176896
France,2021-05-19,Moderna,2809051
France,2021-05-19,Oxford/AstraZeneca,4525533
France,2021-05-19,Pfizer/BioNTech,23628687
France,2021-05-20,Johnson&Johnson,186132
France,2021-05-20,Moderna,2882517
France,2021-05-20,Oxford/AstraZeneca,4591049
France,2021-05-20,Pfizer/BioNTech,24139776
France,2021-05-21,Johnson&Johnson,198691
France,2021-05-21,Moderna,2957581
France,2021-05-21,Oxford/AstraZeneca,4668867
France,2021-05-21,Pfizer/BioNTech,24630522
France,2021-05-22,Johnson&Johnson,203633
France,2021-05-22,Moderna,3022944
France,2021-05-22,Oxford/AstraZeneca,4706847
France,2021-05-22,Pfizer/BioNTech,24944837
France,2021-05-23,Johnson&Johnson,204061
France,2021-05-23,Moderna,3060517
France,2021-05-23,Oxford/AstraZeneca,4710050
France,2021-05-23,Pfizer/BioNTech,25077442
France,2021-05-24,Johnson&Johnson,205005
France,2021-05-24,Moderna,3079407
France,2021-05-24,Oxford/AstraZeneca,4715557
France,2021-05-24,Pfizer/BioNTech,25343752
France,2021-05-25,Johnson&Johnson,212422
France,2021-05-25,Moderna,3112225
France,2021-05-25,Oxford/AstraZeneca,4765700
France,2021-05-25,Pfizer/BioNTech,25835334
France,2021-05-26,Johnson&Johnson,219995
France,2021-05-26,Moderna,3142818
France,2021-05-26,Oxford/AstraZeneca,4821334
France,2021-05-26,Pfizer/BioNTech,26332752
France,2021-05-27,Johnson&Johnson,234138
France,2021-05-27,Moderna,3177956
France,2021-05-27,Oxford/AstraZeneca,4905131
France,2021-05-27,Pfizer/BioNTech,26861090
France,2021-05-28,Johnson&Johnson,260488
France,2021-05-28,Moderna,3221771
France,2021-05-28,Oxford/AstraZeneca,5011392
France,2021-05-28,Pfizer/BioNTech,27367092
France,2021-05-29,Johnson&Johnson,271653
France,2021-05-29,Moderna,3259979
France,2021-05-29,Oxford/AstraZeneca,5074754
France,2021-05-29,Pfizer/BioNTech,27698965
France,2021-05-30,Johnson&Johnson,272514
France,2021-05-30,Moderna,3266270
France,2021-05-30,Oxford/AstraZeneca,5083379
France,2021-05-30,Pfizer/BioNTech,27820777
France,2021-05-31,Johnson&Johnson,284974
France,2021-05-31,Moderna,3313139
France,2021-05-31,Oxford/AstraZeneca,5121444
France,2021-05-31,Pfizer/BioNTech,28279348
France,2021-06-01,Johnson&Johnson,304845
France,2021-06-01,Moderna,3377745
France,2021-06-01,Oxford/AstraZeneca,5189235
France,2021-06-01,Pfizer/BioNTech,28792941
France,2021-06-02,Johnson&Johnson,319103
France,2021-06-02,Moderna,3433589
France,2021-06-02,Oxford/AstraZeneca,5249968
France,2021-06-02,Pfizer/BioNTech,29294977
France,2021-06-03,Johnson&Johnson,338290
France,2021-06-03,Moderna,3507336
France,2021-06-03,Oxford/AstraZeneca,5340740
France,2021-06-03,Pfizer/BioNTech,29821727
France,2021-06-04,Johnson&Johnson,360468
France,2021-06-04,Moderna,3595893
France,2021-06-04,Oxford/AstraZeneca,5449720
France,2021-06-04,Pfizer/BioNTech,30349368
France,2021-06-05,Johnson&Johnson,369983
France,2021-06-05,Moderna,3653802
France,2021-06-05,Oxford/AstraZeneca,5503743
France,2021-06-05,Pfizer/BioNTech,30715609
France,2021-06-06,Johnson&Johnson,370902
France,2021-06-06,Moderna,3664741
France,2021-06-06,Oxford/AstraZeneca,5509406
France,2021-06-06,Pfizer/BioNTech,30876546
France,2021-06-07,Johnson&Johnson,379843
France,2021-06-07,Moderna,3715375
France,2021-06-07,Oxford/AstraZeneca,5541689
France,2021-06-07,Pfizer/BioNTech,31376234
France,2021-06-08,Johnson&Johnson,394165
France,2021-06-08,Moderna,3783703
France,2021-06-08,Oxford/AstraZeneca,5590697
France,2021-06-08,Pfizer/BioNTech,31917738
France,2021-06-09,Johnson&Johnson,406095
France,2021-06-09,Moderna,3838145
France,2021-06-09,Oxford/AstraZeneca,5634529
France,2021-06-09,Pfizer/BioNTech,32457162
France,2021-06-10,Johnson&Johnson,421139
France,2021-06-10,Moderna,3898718
France,2021-06-10,Oxford/AstraZeneca,5704383
France,2021-06-10,Pfizer/BioNTech,32988712
France,2021-06-11,Johnson&Johnson,437810
France,2021-06-11,Moderna,3978239
France,2021-06-11,Oxford/AstraZeneca,5803403
France,2021-06-11,Pfizer/BioNTech,33527128
France,2021-06-12,Johnson&Johnson,445058
France,2021-06-12,Moderna,4027998
France,2021-06-12,Oxford/AstraZeneca,5845251
France,2021-06-12,Pfizer/BioNTech,33916626
France,2021-06-13,Johnson&Johnson,445897
France,2021-06-13,Moderna,4040299
France,2021-06-13,Oxford/AstraZeneca,5849212
France,2021-06-13,Pfizer/BioNTech,34075247
France,2021-06-14,Johnson&Johnson,452334
France,2021-06-14,Moderna,4089140
France,2021-06-14,Oxford/AstraZeneca,5892633
France,2021-06-14,Pfizer/BioNTech,34562951
France,2021-06-15,Johnson&Johnson,462979
France,2021-06-15,Moderna,4150234
France,2021-06-15,Oxford/AstraZeneca,5974514
France,2021-06-15,Pfizer/BioNTech,35090973
France,2021-06-16,Johnson&Johnson,471602
France,2021-06-16,Moderna,4201285
France,2021-06-16,Oxford/AstraZeneca,6041344
France,2021-06-16,Pfizer/BioNTech,35626204
France,2021-06-17,Johnson&Johnson,482201
France,2021-06-17,Moderna,4263323
France,2021-06-17,Oxford/AstraZeneca,6144648
France,2021-06-17,Pfizer/BioNTech,36130569
France,2021-06-18,Johnson&Johnson,494299
France,2021-06-18,Moderna,4337986
France,2021-06-18,Oxford/AstraZeneca,6264300
France,2021-06-18,Pfizer/BioNTech,36676510
France,2021-06-19,Johnson&Johnson,499684
France,2021-06-19,Moderna,4386955
France,2021-06-19,Oxford/AstraZeneca,6304408
France,2021-06-19,Pfizer/BioNTech,37075185
France,2021-06-20,Johnson&Johnson,500272
France,2021-06-20,Moderna,4399624
France,2021-06-20,Oxford/AstraZeneca,6307868
France,2021-06-20,Pfizer/BioNTech,37231763
France,2021-06-21,Johnson&Johnson,505072
France,2021-06-21,Moderna,4459192
France,2021-06-21,Oxford/AstraZeneca,6347719
France,2021-06-21,Pfizer/BioNTech,37716697
France,2021-06-22,Johnson&Johnson,512684
France,2021-06-22,Moderna,4536506
France,2021-06-22,Oxford/AstraZeneca,6418641
France,2021-06-22,Pfizer/BioNTech,38242662
France,2021-06-23,Johnson&Johnson,519473
France,2021-06-23,Moderna,4607276
France,2021-06-23,Oxford/AstraZeneca,6470253
France,2021-06-23,Pfizer/BioNTech,38778237
France,2021-06-24,Johnson&Johnson,527790
France,2021-06-24,Moderna,4685196
France,2021-06-24,Oxford/AstraZeneca,6548618
France,2021-06-24,Pfizer/BioNTech,39253815
France,2021-06-25,Johnson&Johnson,537451
France,2021-06-25,Moderna,4777854
France,2021-06-25,Oxford/AstraZeneca,6639839
France,2021-06-25,Pfizer/BioNTech,39799766
France,2021-06-26,Johnson&Johnson,541921
France,2021-06-26,Moderna,4853117
France,2021-06-26,Oxford/AstraZeneca,6673505
France,2021-06-26,Pfizer/BioNTech,40205688
France,2021-06-27,Johnson&Johnson,542467
France,2021-06-27,Moderna,4884876
France,2021-06-27,Oxford/AstraZeneca,6677624
France,2021-06-27,Pfizer/BioNTech,40379563
France,2021-06-28,Johnson&Johnson,546757
France,2021-06-28,Moderna,4951139
France,2021-06-28,Oxford/AstraZeneca,6708547
France,2021-06-28,Pfizer/BioNTech,40876788
Germany,2020-12-27,Johnson&Johnson,0
Germany,2020-12-27,Moderna,2
Germany,2020-12-27,Oxford/AstraZeneca,0
Germany,2020-12-27,Pfizer/BioNTech,23319
Germany,2020-12-28,Johnson&Johnson,0
Germany,2020-12-28,Moderna,2
Germany,2020-12-28,Oxford/AstraZeneca,0
Germany,2020-12-28,Pfizer/BioNTech,41137
Germany,2020-12-29,Johnson&Johnson,0
Germany,2020-12-29,Moderna,2
Germany,2020-12-29,Oxford/AstraZeneca,0
Germany,2020-12-29,Pfizer/BioNTech,90902
Germany,2020-12-30,Johnson&Johnson,0
Germany,2020-12-30,Moderna,2
Germany,2020-12-30,Oxford/AstraZeneca,0
Germany,2020-12-30,Pfizer/BioNTech,152689
Germany,2020-12-31,Johnson&Johnson,0
Germany,2020-12-31,Moderna,2
Germany,2020-12-31,Oxford/AstraZeneca,0
Germany,2020-12-31,Pfizer/BioNTech,202975
Germany,2021-01-01,Johnson&Johnson,0
Germany,2021-01-01,Moderna,7
Germany,2021-01-01,Oxford/AstraZeneca,3
Germany,2021-01-01,Pfizer/BioNTech,228723
Germany,2021-01-02,Johnson&Johnson,0
Germany,2021-01-02,Moderna,7
Germany,2021-01-02,Oxford/AstraZeneca,3
Germany,2021-01-02,Pfizer/BioNTech,276361
Germany,2021-01-03,Johnson&Johnson,0
Germany,2021-01-03,Moderna,7
Germany,2021-01-03,Oxford/AstraZeneca,3
Germany,2021-01-03,Pfizer/BioNTech,298541
Germany,2021-01-04,Johnson&Johnson,0
Germany,2021-01-04,Moderna,8
Germany,2021-01-04,Oxford/AstraZeneca,3
Germany,2021-01-04,Pfizer/BioNTech,345119
Germany,2021-01-05,Johnson&Johnson,0
Germany,2021-01-05,Moderna,9
Germany,2021-01-05,Oxford/AstraZeneca,3
Germany,2021-01-05,Pfizer/BioNTech,397016
Germany,2021-01-06,Johnson&Johnson,0
Germany,2021-01-06,Moderna,15
Germany,2021-01-06,Oxford/AstraZeneca,5
Germany,2021-01-06,Pfizer/BioNTech,459270
Germany,2021-01-07,Johnson&Johnson,0
Germany,2021-01-07,Moderna,18
Germany,2021-01-07,Oxford/AstraZeneca,6
Germany,2021-01-07,Pfizer/BioNTech,513414
Germany,2021-01-08,Johnson&Johnson,0
Germany,2021-01-08,Moderna,67
Germany,2021-01-08,Oxford/AstraZeneca,7
Germany,2021-01-08,Pfizer/BioNTech,575245
Germany,2021-01-09,Johnson&Johnson,0
Germany,2021-01-09,Moderna,67
Germany,2021-01-09,Oxford/AstraZeneca,7
Germany,2021-01-09,Pfizer/BioNTech,634742
Germany,2021-01-10,Johnson&Johnson,0
Germany,2021-01-10,Moderna,69
Germany,2021-01-10,Oxford/AstraZeneca,7
Germany,2021-01-10,Pfizer/BioNTech,669392
Germany,2021-01-11,Johnson&Johnson,0
Germany,2021-01-11,Moderna,72
Germany,2021-01-11,Oxford/AstraZeneca,8
Germany,2021-01-11,Pfizer/BioNTech,736521
Germany,2021-01-12,Johnson&Johnson,0
Germany,2021-01-12,Moderna,87
Germany,2021-01-12,Oxford/AstraZeneca,8
Germany,2021-01-12,Pfizer/BioNTech,817246
Germany,2021-01-13,Johnson&Johnson,0
Germany,2021-01-13,Moderna,1258
Germany,2021-01-13,Oxford/AstraZeneca,8
Germany,2021-01-13,Pfizer/BioNTech,927697
Germany,2021-01-14,Johnson&Johnson,0
Germany,2021-01-14,Moderna,6399
Germany,2021-01-14,Oxford/AstraZeneca,8
Germany,2021-01-14,Pfizer/BioNTech,1004599
Germany,2021-01-15,Johnson&Johnson,0
Germany,2021-01-15,Moderna,11662
Germany,2021-01-15,Oxford/AstraZeneca,13
Germany,2021-01-15,Pfizer/BioNTech,1089353
Germany,2021-01-16,Johnson&Johnson,0
Germany,2021-01-16,Moderna,13342
Germany,2021-01-16,Oxford/AstraZeneca,14
Germany,2021-01-16,Pfizer/BioNTech,1144818
Germany,2021-01-17,Johnson&Johnson,0
Germany,2021-01-17,Moderna,14603
Germany,2021-01-17,Oxford/AstraZeneca,15
Germany,2021-01-17,Pfizer/BioNTech,1191937
Germany,2021-01-18,Johnson&Johnson,0
Germany,2021-01-18,Moderna,18757
Germany,2021-01-18,Oxford/AstraZeneca,16
Germany,2021-01-18,Pfizer/BioNTech,1269890
Germany,2021-01-19,Johnson&Johnson,0
Germany,2021-01-19,Moderna,22420
Germany,2021-01-19,Oxford/AstraZeneca,24
Germany,2021-01-19,Pfizer/BioNTech,1384715
Germany,2021-01-20,Johnson&Johnson,0
Germany,2021-01-20,Moderna,25161
Germany,2021-01-20,Oxford/AstraZeneca,27
Germany,2021-01-20,Pfizer/BioNTech,1514119
Germany,2021-01-21,Johnson&Johnson,0
Germany,2021-01-21,Moderna,27899
Germany,2021-01-21,Oxford/AstraZeneca,27
Germany,2021-01-21,Pfizer/BioNTech,1617498
Germany,2021-01-22,Johnson&Johnson,0
Germany,2021-01-22,Moderna,30086
Germany,2021-01-22,Oxford/AstraZeneca,35
Germany,2021-01-22,Pfizer/BioNTech,1718172
Germany,2021-01-23,Johnson&Johnson,0
Germany,2021-01-23,Moderna,30444
Germany,2021-01-23,Oxford/AstraZeneca,38
Germany,2021-01-23,Pfizer/BioNTech,1804605
